sample_id,split,label,attention_entropy,answer_token_count_used
ragtruth_10221,train,1,2.738644927740097,186
ragtruth_10222,train,1,2.835221588611603,259
ragtruth_10223,train,1,2.783600866794586,208
ragtruth_10224,train,0,2.3920473754405975,191
ragtruth_10225,train,0,2.450159400701523,266
ragtruth_10226,train,1,2.535072833299637,206
ragtruth_10227,train,0,2.6033854484558105,134
ragtruth_10228,train,1,2.640663892030716,311
ragtruth_10229,train,0,2.3941178917884827,130
ragtruth_1023,train,0,2.3434441089630127,144
ragtruth_1024,train,0,2.4450987577438354,150
ragtruth_10242,train,1,2.1505775451660156,156
ragtruth_10243,train,0,2.4105364978313446,340
ragtruth_10244,train,1,2.278594821691513,126
ragtruth_10245,train,1,2.2171055376529694,111
ragtruth_10246,train,0,2.425420045852661,195
ragtruth_10247,train,1,2.3386852741241455,154
ragtruth_10248,train,1,2.459609180688858,211
ragtruth_10249,train,0,2.587000995874405,291
ragtruth_1025,train,0,2.3476476967334747,180
ragtruth_10250,train,1,2.595976710319519,223
ragtruth_10251,train,1,2.5568261444568634,261
ragtruth_10252,train,1,2.6101063191890717,176
ragtruth_10253,train,1,2.575494259595871,155
ragtruth_1026,train,0,2.5083978176116943,230
ragtruth_10260,train,0,2.4160915911197662,161
ragtruth_10261,train,1,2.521595776081085,352
ragtruth_10262,train,1,2.444656789302826,95
ragtruth_10263,train,1,2.500619947910309,109
ragtruth_10264,train,1,2.5316574573516846,153
ragtruth_10265,train,1,2.3561911284923553,149
ragtruth_10266,train,0,2.4290051758289337,153
ragtruth_10267,train,0,2.577079623937607,237
ragtruth_10268,train,1,2.4643295109272003,161
ragtruth_10269,train,1,2.7760528922080994,104
ragtruth_1027,train,0,2.6771422028541565,196
ragtruth_10270,train,1,2.4991537630558014,309
ragtruth_10271,train,1,2.5367304980754852,269
ragtruth_10272,train,1,2.5059354305267334,206
ragtruth_10273,train,1,2.5194979906082153,315
ragtruth_10274,train,1,2.6443437039852142,125
ragtruth_10275,train,1,2.8350284695625305,122
ragtruth_10276,train,1,2.7335882782936096,179
ragtruth_10277,train,1,2.694718986749649,311
ragtruth_10278,train,0,2.459513247013092,147
ragtruth_10279,train,0,2.542412221431732,302
ragtruth_1028,train,1,2.6868478655815125,100
ragtruth_10280,train,1,2.5429304242134094,104
ragtruth_10281,train,1,2.433080732822418,129
ragtruth_10282,train,1,2.5182075798511505,174
ragtruth_10283,train,1,2.496779203414917,163
ragtruth_10284,train,1,2.4751351475715637,199
ragtruth_10285,train,0,2.4451807737350464,292
ragtruth_10286,train,1,2.5588219463825226,175
ragtruth_10287,train,1,2.5594699382781982,132
ragtruth_10288,train,1,2.6007858216762543,318
ragtruth_10289,train,1,2.4599404335021973,176
ragtruth_1029,train,1,2.5569302439689636,148
ragtruth_103,train,0,2.635925531387329,173
ragtruth_1030,train,1,2.785667657852173,105
ragtruth_10302,train,0,2.6095665097236633,201
ragtruth_10303,train,0,2.5959757566452026,207
ragtruth_10304,train,1,2.575805813074112,152
ragtruth_10305,train,0,2.7461147904396057,206
ragtruth_10306,train,1,2.588382661342621,306
ragtruth_10307,train,0,2.7190156280994415,196
ragtruth_10308,train,0,2.6015636324882507,182
ragtruth_10309,train,0,2.428753912448883,279
ragtruth_1031,train,0,2.6734381318092346,189
ragtruth_10310,train,1,2.502406805753708,198
ragtruth_10311,train,1,2.631219983100891,145
ragtruth_10312,train,1,2.690504401922226,175
ragtruth_10313,train,1,2.556619256734848,174
ragtruth_10314,train,0,2.540154218673706,164
ragtruth_10315,train,0,2.5220794081687927,288
ragtruth_10316,train,1,2.5865015387535095,250
ragtruth_10317,train,1,2.6884616017341614,327
ragtruth_10318,train,1,2.527946650981903,259
ragtruth_10319,train,1,2.5854104459285736,188
ragtruth_10320,train,0,2.4726666808128357,160
ragtruth_10321,train,0,2.482052057981491,312
ragtruth_10322,train,1,2.358704686164856,146
ragtruth_10323,train,1,2.5991159975528717,258
ragtruth_10324,train,1,2.5613457560539246,218
ragtruth_10325,train,1,2.4714306592941284,261
ragtruth_10326,train,1,2.569116950035095,157
ragtruth_10327,train,0,2.657275825738907,260
ragtruth_10328,train,1,2.424418091773987,221
ragtruth_10329,train,1,2.594781517982483,190
ragtruth_10330,train,1,2.6171323359012604,180
ragtruth_10331,train,0,2.6028764843940735,281
ragtruth_10338,train,0,2.453094482421875,225
ragtruth_10339,train,1,2.4608737230300903,278
ragtruth_10340,train,1,2.4471724331378937,201
ragtruth_10341,train,0,2.4791718125343323,157
ragtruth_10342,train,1,2.5906786620616913,283
ragtruth_10343,train,1,2.7247772216796875,160
ragtruth_10344,train,0,2.37018620967865,158
ragtruth_10345,train,0,2.4530412554740906,284
ragtruth_10346,train,1,2.46231871843338,241
ragtruth_10347,train,0,2.6167439222335815,103
ragtruth_10348,train,1,2.5384412109851837,297
ragtruth_10349,train,1,2.4817016422748566,240
ragtruth_10350,train,0,2.4158245623111725,165
ragtruth_10351,train,0,2.641622394323349,238
ragtruth_10352,train,0,2.5763005018234253,116
ragtruth_10353,train,0,2.6226966977119446,152
ragtruth_10354,train,1,2.6229233741760254,200
ragtruth_10355,train,1,2.489134520292282,163
ragtruth_10362,train,0,2.440349906682968,174
ragtruth_10363,train,0,2.637737423181534,308
ragtruth_10364,train,1,2.49997141957283,114
ragtruth_10365,train,1,2.650473713874817,259
ragtruth_10366,train,1,2.5849324762821198,294
ragtruth_10367,train,0,2.5640916228294373,183
ragtruth_10380,train,0,2.7335861921310425,181
ragtruth_10381,train,0,2.769274353981018,279
ragtruth_10382,train,1,2.550589293241501,326
ragtruth_10383,train,1,2.8178815841674805,156
ragtruth_10384,train,1,2.873191177845001,176
ragtruth_10385,train,1,2.789305806159973,245
ragtruth_10386,train,0,2.4887005984783173,164
ragtruth_10387,train,1,2.596631169319153,265
ragtruth_10388,train,1,2.490338385105133,130
ragtruth_10389,train,1,2.5011210441589355,144
ragtruth_10390,train,1,2.553872972726822,254
ragtruth_10391,train,1,2.653030902147293,153
ragtruth_10392,train,0,2.575359523296356,174
ragtruth_10393,train,0,2.6147885024547577,254
ragtruth_10394,train,1,2.5600284934043884,238
ragtruth_10395,train,1,2.656631648540497,197
ragtruth_10396,train,1,2.6264848113059998,216
ragtruth_10397,train,0,2.61793914437294,151
ragtruth_104,train,0,2.492233455181122,189
ragtruth_10404,train,1,2.5287944674491882,153
ragtruth_10405,train,1,2.676471084356308,278
ragtruth_10406,train,1,2.5335200130939484,228
ragtruth_10407,train,1,2.557295501232147,269
ragtruth_10408,train,1,2.6271621882915497,246
ragtruth_10409,train,0,2.5014239847660065,124
ragtruth_10422,train,0,2.561299294233322,204
ragtruth_10423,train,1,2.4861299097537994,238
ragtruth_10424,train,1,2.466625154018402,246
ragtruth_10425,train,1,2.5812609791755676,373
ragtruth_10426,train,1,2.5326294898986816,222
ragtruth_10427,train,1,2.4372197687625885,245
ragtruth_10428,train,0,2.570561498403549,160
ragtruth_10429,train,0,2.588851183652878,205
ragtruth_10430,train,1,2.676358640193939,84
ragtruth_10431,train,1,2.4843156337738037,133
ragtruth_10432,train,1,2.674393266439438,191
ragtruth_10433,train,0,2.66926845908165,142
ragtruth_10434,train,1,2.4654637277126312,180
ragtruth_10435,train,0,2.537445545196533,298
ragtruth_10436,train,1,2.5431876480579376,126
ragtruth_10437,train,0,2.57072052359581,142
ragtruth_10438,train,1,2.6583601534366608,172
ragtruth_10439,train,1,2.47780042886734,238
ragtruth_1044,train,0,2.5863810181617737,108
ragtruth_10440,train,1,2.4973782896995544,198
ragtruth_10441,train,0,2.5447532534599304,248
ragtruth_10442,train,1,2.4482663571834564,150
ragtruth_10443,train,1,2.470318377017975,156
ragtruth_10444,train,1,2.558603137731552,254
ragtruth_10445,train,1,2.657188981771469,201
ragtruth_1045,train,0,2.781134068965912,109
ragtruth_10452,train,0,2.3066262006759644,167
ragtruth_10453,train,0,2.6168670654296875,301
ragtruth_10454,train,1,2.4592205584049225,215
ragtruth_10455,train,1,2.5798763036727905,165
ragtruth_10456,train,1,2.5457248985767365,225
ragtruth_10457,train,1,2.500397562980652,158
ragtruth_1046,train,0,2.8879929184913635,133
ragtruth_10464,train,1,2.597879946231842,163
ragtruth_10465,train,0,2.639180213212967,281
ragtruth_10466,train,1,2.6757252514362335,161
ragtruth_10467,train,1,2.686924397945404,142
ragtruth_10468,train,1,2.6304928064346313,234
ragtruth_10469,train,1,2.602366030216217,169
ragtruth_1047,train,0,2.917486071586609,99
ragtruth_10470,train,0,2.307737946510315,161
ragtruth_10471,train,0,2.5580902695655823,248
ragtruth_10472,train,1,2.60274675488472,176
ragtruth_10473,train,1,2.5358548760414124,146
ragtruth_10474,train,1,2.6526665687561035,163
ragtruth_10475,train,1,2.610676795244217,231
ragtruth_10476,train,0,2.3951196670532227,156
ragtruth_10477,train,0,2.467469334602356,323
ragtruth_10478,train,1,2.4042077362537384,132
ragtruth_10479,train,1,2.5079785585403442,179
ragtruth_1048,train,1,2.951192319393158,89
ragtruth_10480,train,1,2.5160350501537323,257
ragtruth_10481,train,1,2.4620631635189056,163
ragtruth_10482,train,0,2.398563653230667,158
ragtruth_10483,train,0,2.5776379704475403,234
ragtruth_10484,train,1,2.5369482934474945,162
ragtruth_10485,train,1,2.644290328025818,154
ragtruth_10486,train,1,2.7398104667663574,187
ragtruth_10487,train,1,2.6056757271289825,152
ragtruth_10488,train,0,2.1956098079681396,225
ragtruth_10489,train,0,2.3934551775455475,366
ragtruth_1049,train,0,2.612927556037903,80
ragtruth_10490,train,1,2.3542674481868744,257
ragtruth_10491,train,1,2.4214551746845245,274
ragtruth_10492,train,1,2.467967927455902,216
ragtruth_10493,train,1,2.388076037168503,144
ragtruth_10494,train,0,2.4571368396282196,205
ragtruth_10495,train,1,2.4707016050815582,273
ragtruth_10496,train,1,2.4452178180217743,199
ragtruth_10497,train,1,2.558203250169754,129
ragtruth_10498,train,1,2.582409590482712,264
ragtruth_10499,train,1,2.48711696267128,206
ragtruth_105,train,0,2.791444480419159,123
ragtruth_1050,train,0,2.7939069867134094,119
ragtruth_10506,train,1,2.536406069993973,159
ragtruth_10507,train,1,2.651118576526642,220
ragtruth_10508,train,1,2.50352880358696,140
ragtruth_10509,train,1,2.647611379623413,178
ragtruth_1051,train,0,2.8469629883766174,116
ragtruth_10510,train,1,2.608650356531143,209
ragtruth_10511,train,0,2.67157381772995,213
ragtruth_10512,train,1,2.5325655937194824,161
ragtruth_10513,train,1,2.4899514615535736,248
ragtruth_10514,train,1,2.5243294835090637,234
ragtruth_10515,train,1,2.526056259870529,250
ragtruth_10516,train,1,2.4646692872047424,354
ragtruth_10517,train,1,2.5117020308971405,306
ragtruth_1052,train,0,2.988438069820404,95
ragtruth_10524,train,0,2.206266015768051,155
ragtruth_10525,train,1,2.489844650030136,249
ragtruth_10526,train,1,2.4671716392040253,213
ragtruth_10527,train,1,2.47446870803833,235
ragtruth_10528,train,1,2.428107440471649,254
ragtruth_10529,train,1,2.254540055990219,173
ragtruth_1053,train,0,2.9231866002082825,116
ragtruth_10530,train,0,2.627339720726013,158
ragtruth_10531,train,1,2.6188127994537354,271
ragtruth_10532,train,1,2.4796750843524933,133
ragtruth_10533,train,1,2.5523273646831512,155
ragtruth_10534,train,1,2.6921899914741516,271
ragtruth_10535,train,1,2.561509519815445,156
ragtruth_1054,train,0,2.9575228095054626,106
ragtruth_10542,train,0,2.62265345454216,149
ragtruth_10543,train,0,2.6071569621562958,259
ragtruth_10544,train,1,2.575486272573471,205
ragtruth_10545,train,1,2.5849266052246094,139
ragtruth_10546,train,1,2.6234205961227417,162
ragtruth_10547,train,0,2.6595647037029266,157
ragtruth_10548,train,1,2.366317182779312,142
ragtruth_10549,train,1,2.3487382233142853,282
ragtruth_1055,train,0,2.991931915283203,72
ragtruth_10550,train,1,2.3999438285827637,155
ragtruth_10551,train,1,2.4472133815288544,146
ragtruth_10552,train,1,2.443932443857193,200
ragtruth_10553,train,1,2.5182175636291504,169
ragtruth_1056,train,0,2.642691910266876,72
ragtruth_10560,train,0,2.407797187566757,161
ragtruth_10561,train,0,2.583836615085602,214
ragtruth_10562,train,1,2.514533817768097,217
ragtruth_10563,train,1,2.5765965282917023,177
ragtruth_10564,train,1,2.655177593231201,272
ragtruth_10565,train,1,2.557487368583679,158
ragtruth_10566,train,0,2.4866853952407837,199
ragtruth_10567,train,0,2.49685800075531,275
ragtruth_10568,train,1,2.5042558312416077,154
ragtruth_10569,train,1,2.5768694281578064,145
ragtruth_1057,train,0,2.9646503925323486,92
ragtruth_10570,train,1,2.499088227748871,259
ragtruth_10571,train,1,2.517485737800598,179
ragtruth_10572,train,1,2.398179531097412,185
ragtruth_10573,train,0,2.541049987077713,318
ragtruth_10574,train,1,2.564497262239456,201
ragtruth_10575,train,1,2.586759179830551,145
ragtruth_10576,train,1,2.673356354236603,142
ragtruth_10577,train,1,2.5138488709926605,149
ragtruth_1058,train,1,2.972201645374298,84
ragtruth_1059,train,0,2.896287202835083,88
ragtruth_10590,train,0,2.5799925923347473,171
ragtruth_10591,train,1,2.548987776041031,233
ragtruth_10592,train,1,2.6942493617534637,215
ragtruth_10593,train,1,2.6642436385154724,118
ragtruth_10594,train,1,2.6182582080364227,212
ragtruth_10595,train,1,2.4992636144161224,204
ragtruth_106,train,1,2.7084593772888184,126
ragtruth_1060,train,1,2.9296125769615173,89
ragtruth_10602,train,1,2.657263547182083,186
ragtruth_10603,train,1,2.523943066596985,274
ragtruth_10604,train,0,2.656728297472,45
ragtruth_10605,train,0,2.861242115497589,176
ragtruth_10606,train,1,2.738259792327881,276
ragtruth_10607,train,0,2.6220046877861023,169
ragtruth_1061,train,0,2.946921944618225,75
ragtruth_10614,train,0,2.584832727909088,168
ragtruth_10615,train,0,2.646592080593109,260
ragtruth_10616,train,1,2.55911061167717,257
ragtruth_10617,train,1,2.701387256383896,149
ragtruth_10618,train,1,2.6116783022880554,275
ragtruth_10619,train,1,2.478639543056488,250
ragtruth_1062,train,0,2.589003711938858,134
ragtruth_10620,train,0,2.4592612385749817,156
ragtruth_10621,train,0,2.542083203792572,315
ragtruth_10622,train,1,2.631419152021408,205
ragtruth_10623,train,1,2.6420519053936005,160
ragtruth_10624,train,1,2.6690034568309784,217
ragtruth_10625,train,1,2.4512053728103638,171
ragtruth_1063,train,0,2.645328789949417,159
ragtruth_1064,train,0,2.589883476495743,145
ragtruth_10644,train,0,2.3254545629024506,140
ragtruth_10645,train,1,2.4179694652557373,237
ragtruth_10646,train,1,2.3586385846138,142
ragtruth_10647,train,1,2.5039270520210266,116
ragtruth_10648,train,1,2.53635311126709,166
ragtruth_10649,train,1,2.3998931646347046,158
ragtruth_1065,train,0,2.5718863010406494,146
ragtruth_10656,train,1,2.4303028285503387,158
ragtruth_10657,train,0,2.499680608510971,265
ragtruth_10658,train,1,2.414855509996414,181
ragtruth_10659,train,1,2.5360699594020844,146
ragtruth_1066,train,0,2.656543731689453,124
ragtruth_10660,train,1,2.7076278924942017,180
ragtruth_10661,train,1,2.5379244685173035,135
ragtruth_10668,train,0,2.509512424468994,151
ragtruth_10669,train,0,2.635012149810791,239
ragtruth_1067,train,1,2.716538667678833,122
ragtruth_10670,train,0,2.6310695111751556,189
ragtruth_10671,train,1,2.605801999568939,139
ragtruth_10672,train,1,2.559676080942154,151
ragtruth_10673,train,1,2.579308658838272,284
ragtruth_10674,train,0,2.4742808640003204,174
ragtruth_10675,train,0,2.3639527559280396,258
ragtruth_10676,train,1,2.391154557466507,181
ragtruth_10677,train,1,2.5781617760658264,167
ragtruth_10678,train,1,2.6361018121242523,183
ragtruth_10679,train,1,2.397503137588501,142
ragtruth_1068,train,0,2.3521063029766083,164
ragtruth_10686,train,1,2.596963733434677,146
ragtruth_10687,train,0,2.609630972146988,404
ragtruth_10688,train,1,2.599709987640381,236
ragtruth_10689,train,1,2.6069090366363525,178
ragtruth_1069,train,0,2.540385276079178,177
ragtruth_10690,train,1,2.7315277457237244,261
ragtruth_10691,train,0,2.702957808971405,189
ragtruth_10692,train,0,2.472442001104355,169
ragtruth_10693,train,1,2.5381352603435516,225
ragtruth_10694,train,1,2.5483179688453674,218
ragtruth_10695,train,1,2.6332031786441803,134
ragtruth_10696,train,1,2.5333025455474854,259
ragtruth_10697,train,1,2.463340938091278,193
ragtruth_10698,train,0,2.5914984941482544,174
ragtruth_10699,train,0,2.6374297440052032,387
ragtruth_107,train,0,2.4149750769138336,230
ragtruth_1070,train,1,2.5119612216949463,153
ragtruth_10700,train,1,2.621997356414795,116
ragtruth_10701,train,1,2.531445473432541,187
ragtruth_10702,train,1,2.6370610296726227,325
ragtruth_10703,train,1,2.7498717606067657,272
ragtruth_10704,train,0,2.4138433933258057,172
ragtruth_10705,train,0,2.5869788229465485,341
ragtruth_10706,train,1,2.5081420242786407,256
ragtruth_10707,train,0,2.4556107223033905,161
ragtruth_10708,train,1,2.56756129860878,275
ragtruth_10709,train,1,2.5077878534793854,205
ragtruth_1071,train,0,2.588276505470276,160
ragtruth_10710,train,0,2.7270378470420837,152
ragtruth_10711,train,0,2.6286489069461823,227
ragtruth_10712,train,1,2.524258464574814,195
ragtruth_10713,train,0,2.649682641029358,157
ragtruth_10714,train,1,2.7056004106998444,272
ragtruth_10715,train,1,2.5582778453826904,153
ragtruth_10716,train,0,2.429010331630707,189
ragtruth_10717,train,0,2.5509673058986664,219
ragtruth_10718,train,1,2.6230451464653015,184
ragtruth_10719,train,0,2.7242223620414734,218
ragtruth_1072,train,0,2.7731639742851257,125
ragtruth_10720,train,1,2.6686534583568573,187
ragtruth_10721,train,1,2.6243609189987183,286
ragtruth_10722,train,1,2.4647536277770996,176
ragtruth_10723,train,0,2.6561976969242096,249
ragtruth_10724,train,1,2.768391191959381,127
ragtruth_10725,train,1,2.796425461769104,137
ragtruth_10726,train,1,2.823481500148773,191
ragtruth_10727,train,1,2.744861602783203,166
ragtruth_10728,train,0,2.740064710378647,158
ragtruth_10729,train,0,2.6554855704307556,273
ragtruth_1073,train,0,2.546311229467392,197
ragtruth_10730,train,1,2.5959140360355377,129
ragtruth_10731,train,1,2.6905553340911865,158
ragtruth_10732,train,0,2.7872864603996277,183
ragtruth_10733,train,1,2.5916628539562225,265
ragtruth_10734,train,0,2.576539158821106,172
ragtruth_10735,train,0,2.4102766811847687,319
ragtruth_10736,train,1,2.657526284456253,120
ragtruth_10737,train,1,2.668323427438736,147
ragtruth_10738,train,1,2.633706420660019,280
ragtruth_10739,train,0,2.78856098651886,168
ragtruth_1074,train,0,2.632950037717819,242
ragtruth_1075,train,0,2.654328942298889,255
ragtruth_10752,train,0,2.3646153807640076,173
ragtruth_10753,train,0,2.4633531868457794,284
ragtruth_10754,train,0,2.494229793548584,122
ragtruth_10755,train,0,2.5290680527687073,167
ragtruth_10756,train,0,2.546924114227295,206
ragtruth_10757,train,1,2.502388209104538,180
ragtruth_10758,train,0,2.657054901123047,160
ragtruth_10759,train,0,2.6521808207035065,293
ragtruth_1076,train,1,2.793422758579254,170
ragtruth_10760,train,1,2.695252239704132,188
ragtruth_10761,train,0,2.6947717368602753,150
ragtruth_10762,train,1,2.723770260810852,206
ragtruth_10763,train,0,2.6990285217761993,159
ragtruth_10764,train,1,2.500080108642578,167
ragtruth_10765,train,1,2.5462931394577026,344
ragtruth_10766,train,1,2.637162834405899,190
ragtruth_10767,train,1,2.639053702354431,205
ragtruth_10768,train,1,2.5476017892360687,254
ragtruth_10769,train,1,2.5816480815410614,204
ragtruth_1077,train,0,2.7344067096710205,208
ragtruth_10770,train,0,2.473430424928665,171
ragtruth_10771,train,0,2.466647893190384,224
ragtruth_10772,train,1,2.575417250394821,121
ragtruth_10773,train,1,2.684483230113983,152
ragtruth_10774,train,1,2.4873741269111633,205
ragtruth_10775,train,1,2.560515522956848,168
ragtruth_10776,train,0,2.425648659467697,141
ragtruth_10777,train,1,2.674271523952484,264
ragtruth_10778,train,1,2.593496650457382,188
ragtruth_10779,train,1,2.6704620122909546,161
ragtruth_1078,train,1,2.7792012691497803,150
