sample_id,split,label,logit_confidence,answer_token_count_used
ragtruth_10074,train,0,0.41836017370224,155
ragtruth_10075,train,0,0.4423704743385315,265
ragtruth_10076,train,1,0.42031288146972656,124
ragtruth_10077,train,1,0.4371625483036041,200
ragtruth_10078,train,0,0.4300462305545807,169
ragtruth_10079,train,1,0.4430358111858368,219
ragtruth_1008,train,0,0.4528923034667969,152
ragtruth_10080,train,0,0.3756934106349945,167
ragtruth_10081,train,0,0.4110984802246094,284
ragtruth_10082,train,1,0.38419079780578613,184
ragtruth_10083,train,1,0.4075588881969452,120
ragtruth_10084,train,1,0.4090207815170288,190
ragtruth_10085,train,1,0.4496961534023285,314
ragtruth_10086,train,0,0.44379591941833496,151
ragtruth_10087,train,0,0.4634900689125061,232
ragtruth_10088,train,1,0.40618523955345154,180
ragtruth_10089,train,1,0.44595521688461304,105
ragtruth_1009,train,0,0.3913237452507019,304
ragtruth_10090,train,1,0.4450593590736389,127
ragtruth_10091,train,1,0.46701163053512573,174
ragtruth_10098,train,0,0.39935141801834106,148
ragtruth_10099,train,1,0.4077250063419342,225
ragtruth_101,train,0,0.5114814043045044,42
ragtruth_1010,train,0,0.3993833363056183,188
ragtruth_10100,train,1,0.4000442624092102,145
ragtruth_10101,train,1,0.4465351402759552,138
ragtruth_10102,train,1,0.4405477046966553,229
ragtruth_10103,train,1,0.44118693470954895,134
ragtruth_10104,train,0,0.3894760012626648,178
ragtruth_10105,train,0,0.38207152485847473,226
ragtruth_10106,train,1,0.4044865667819977,192
ragtruth_10107,train,1,0.3747324049472809,178
ragtruth_10108,train,1,0.36873337626457214,242
ragtruth_10109,train,1,0.3462470769882202,162
ragtruth_1011,train,1,0.41297829151153564,222
ragtruth_10116,train,0,0.4110598862171173,193
ragtruth_10117,train,0,0.47585129737854004,272
ragtruth_10118,train,1,0.39473795890808105,138
ragtruth_10119,train,1,0.42226311564445496,223
ragtruth_1012,train,0,0.38178664445877075,141
ragtruth_10120,train,1,0.4293362498283386,269
ragtruth_10121,train,1,0.4308987557888031,200
ragtruth_1013,train,0,0.40747466683387756,196
ragtruth_10134,train,0,0.3742679953575134,181
ragtruth_10135,train,1,0.36435407400131226,204
ragtruth_10136,train,1,0.41631391644477844,83
ragtruth_10137,train,0,0.42313534021377563,123
ragtruth_10138,train,1,0.41947314143180847,272
ragtruth_10139,train,1,0.45743975043296814,246
ragtruth_10140,train,1,0.45345818996429443,183
ragtruth_10141,train,0,0.46384111046791077,309
ragtruth_10142,train,1,0.4502466022968292,177
ragtruth_10143,train,1,0.42838236689567566,166
ragtruth_10144,train,1,0.39918097853660583,183
ragtruth_10145,train,1,0.45004183053970337,231
ragtruth_10152,train,1,0.3869396150112152,149
ragtruth_10153,train,0,0.42614129185676575,250
ragtruth_10154,train,0,0.4300622344017029,135
ragtruth_10155,train,1,0.3858349919319153,148
ragtruth_10156,train,1,0.42961591482162476,318
ragtruth_10157,train,1,0.43165162205696106,165
ragtruth_10158,train,0,0.406248539686203,157
ragtruth_10159,train,0,0.4257533848285675,236
ragtruth_10160,train,1,0.47320592403411865,219
ragtruth_10161,train,1,0.40769246220588684,121
ragtruth_10162,train,1,0.42328962683677673,175
ragtruth_10163,train,1,0.42080438137054443,245
ragtruth_10170,train,0,0.4449930489063263,153
ragtruth_10171,train,0,0.42497628927230835,254
ragtruth_10172,train,1,0.45713576674461365,122
ragtruth_10173,train,1,0.4178122580051422,152
ragtruth_10174,train,1,0.45947033166885376,197
ragtruth_10175,train,0,0.4509701728820801,148
ragtruth_10176,train,0,0.38210129737854004,169
ragtruth_10177,train,0,0.3659144341945648,280
ragtruth_10178,train,1,0.3638300597667694,132
ragtruth_10179,train,1,0.3837200999259949,185
ragtruth_10180,train,1,0.4093952775001526,293
ragtruth_10181,train,1,0.4071514904499054,132
ragtruth_102,train,0,0.3970986604690552,201
ragtruth_1020,train,0,0.4678965210914612,198
ragtruth_10200,train,0,0.40115925669670105,181
ragtruth_10201,train,1,0.5091309547424316,259
ragtruth_10202,train,1,0.5024085640907288,222
ragtruth_10203,train,1,0.4303262233734131,157
ragtruth_10204,train,1,0.4724928140640259,142
ragtruth_10205,train,1,0.4806227385997772,205
ragtruth_10206,train,0,0.37595975399017334,143
ragtruth_10207,train,0,0.45239490270614624,255
ragtruth_10208,train,0,0.42556941509246826,139
ragtruth_10209,train,1,0.4208378493785858,149
ragtruth_1021,train,0,0.46577340364456177,273
ragtruth_10210,train,0,0.4104074239730835,166
ragtruth_10211,train,1,0.3823339641094208,153
ragtruth_10212,train,0,0.4054851531982422,144
ragtruth_10213,train,1,0.46636661887168884,177
ragtruth_10214,train,1,0.42799437046051025,156
ragtruth_10215,train,1,0.43281203508377075,120
ragtruth_10216,train,1,0.4162636697292328,190
ragtruth_10217,train,1,0.4250550866127014,191
ragtruth_10218,train,0,0.35239213705062866,193
ragtruth_10219,train,0,0.39068862795829773,293
ragtruth_1022,train,1,0.40533363819122314,120
ragtruth_10220,train,1,0.3876725137233734,362
ragtruth_10221,train,1,0.3882165253162384,186
ragtruth_10222,train,1,0.402113676071167,259
ragtruth_10223,train,1,0.3966888189315796,208
ragtruth_10224,train,0,0.4000599980354309,191
ragtruth_10225,train,0,0.4168097674846649,266
ragtruth_10226,train,1,0.44095540046691895,206
ragtruth_10227,train,0,0.37351587414741516,134
ragtruth_10228,train,1,0.4232763648033142,311
ragtruth_10229,train,0,0.3825448751449585,130
ragtruth_1023,train,0,0.4468146860599518,144
ragtruth_1024,train,0,0.4345664381980896,150
ragtruth_10242,train,1,0.40490391850471497,156
ragtruth_10243,train,0,0.4245665669441223,340
ragtruth_10244,train,1,0.4223533272743225,126
ragtruth_10245,train,1,0.4178808331489563,111
ragtruth_10246,train,0,0.3916654884815216,195
ragtruth_10247,train,1,0.4077310562133789,154
ragtruth_10248,train,1,0.4220898449420929,211
ragtruth_10249,train,0,0.4102115035057068,291
ragtruth_1025,train,0,0.4395706057548523,180
ragtruth_10250,train,1,0.41176971793174744,223
ragtruth_10251,train,1,0.43967023491859436,261
ragtruth_10252,train,1,0.3964538276195526,176
ragtruth_10253,train,1,0.39528387784957886,155
ragtruth_1026,train,0,0.39696595072746277,230
ragtruth_10260,train,0,0.3754384517669678,161
ragtruth_10261,train,1,0.4322674572467804,352
ragtruth_10262,train,1,0.40221694111824036,95
ragtruth_10263,train,1,0.41778284311294556,109
ragtruth_10264,train,1,0.4125991463661194,153
ragtruth_10265,train,1,0.4495065212249756,149
ragtruth_10266,train,0,0.4253741502761841,153
ragtruth_10267,train,0,0.4376734495162964,237
ragtruth_10268,train,1,0.44430598616600037,161
ragtruth_10269,train,1,0.4090927541255951,104
ragtruth_1027,train,0,0.41209232807159424,196
ragtruth_10270,train,1,0.4202829599380493,309
ragtruth_10271,train,1,0.4403342306613922,269
ragtruth_10272,train,1,0.36309635639190674,206
ragtruth_10273,train,1,0.43705540895462036,315
ragtruth_10274,train,1,0.37688905000686646,125
ragtruth_10275,train,1,0.36508074402809143,122
ragtruth_10276,train,1,0.35085615515708923,179
ragtruth_10277,train,1,0.3865061104297638,311
ragtruth_10278,train,0,0.3825267255306244,147
ragtruth_10279,train,0,0.45435813069343567,302
ragtruth_1028,train,1,0.3569176197052002,100
ragtruth_10280,train,1,0.42595145106315613,104
ragtruth_10281,train,1,0.4424743056297302,129
ragtruth_10282,train,1,0.4429244101047516,174
ragtruth_10283,train,1,0.44656264781951904,163
ragtruth_10284,train,1,0.40447065234184265,199
ragtruth_10285,train,0,0.4325580894947052,292
ragtruth_10286,train,1,0.44044241309165955,175
ragtruth_10287,train,1,0.3758382499217987,132
ragtruth_10288,train,1,0.42647087574005127,318
ragtruth_10289,train,1,0.412607878446579,176
ragtruth_1029,train,1,0.41734591126441956,148
ragtruth_103,train,0,0.4193169176578522,173
ragtruth_1030,train,1,0.4443654417991638,105
ragtruth_10302,train,0,0.37688693404197693,201
ragtruth_10303,train,0,0.4211917221546173,207
ragtruth_10304,train,1,0.43206506967544556,152
ragtruth_10305,train,0,0.4473505914211273,206
ragtruth_10306,train,1,0.4715687930583954,306
ragtruth_10307,train,0,0.43279728293418884,196
ragtruth_10308,train,0,0.43288227915763855,182
ragtruth_10309,train,0,0.48179665207862854,279
ragtruth_1031,train,0,0.4123818576335907,189
ragtruth_10310,train,1,0.4368511140346527,198
ragtruth_10311,train,1,0.402805358171463,145
ragtruth_10312,train,1,0.40813711285591125,175
ragtruth_10313,train,1,0.4663292467594147,174
ragtruth_10314,train,0,0.3871658742427826,164
ragtruth_10315,train,0,0.4649515748023987,288
ragtruth_10316,train,1,0.4043736159801483,250
ragtruth_10317,train,1,0.39242497086524963,327
ragtruth_10318,train,1,0.4013271629810333,259
ragtruth_10319,train,1,0.41093987226486206,188
ragtruth_10320,train,0,0.40094223618507385,160
ragtruth_10321,train,0,0.43362221121788025,312
ragtruth_10322,train,1,0.4542210102081299,146
ragtruth_10323,train,1,0.4438202679157257,258
ragtruth_10324,train,1,0.4106404781341553,218
ragtruth_10325,train,1,0.4445948004722595,261
ragtruth_10326,train,1,0.3808085322380066,157
ragtruth_10327,train,0,0.37182357907295227,260
ragtruth_10328,train,1,0.392974853515625,221
ragtruth_10329,train,1,0.4064403474330902,190
ragtruth_10330,train,1,0.3906922936439514,180
ragtruth_10331,train,0,0.4127497971057892,281
ragtruth_10338,train,0,0.42171475291252136,225
ragtruth_10339,train,1,0.4312468469142914,278
ragtruth_10340,train,1,0.45000097155570984,201
ragtruth_10341,train,0,0.4160514771938324,157
ragtruth_10342,train,1,0.39837631583213806,283
ragtruth_10343,train,1,0.41555967926979065,160
ragtruth_10344,train,0,0.4318280816078186,158
ragtruth_10345,train,0,0.4513373076915741,284
ragtruth_10346,train,1,0.455149382352829,241
ragtruth_10347,train,0,0.3987588882446289,103
ragtruth_10348,train,1,0.42698317766189575,297
ragtruth_10349,train,1,0.4583941102027893,240
ragtruth_10350,train,0,0.39614784717559814,165
ragtruth_10351,train,0,0.4151535630226135,238
ragtruth_10352,train,0,0.4171469807624817,116
ragtruth_10353,train,0,0.41143807768821716,152
ragtruth_10354,train,1,0.4329921007156372,200
ragtruth_10355,train,1,0.42108410596847534,163
ragtruth_10362,train,0,0.3510056734085083,174
ragtruth_10363,train,0,0.3762892186641693,308
ragtruth_10364,train,1,0.375273734331131,114
ragtruth_10365,train,1,0.3980567455291748,259
ragtruth_10366,train,1,0.37786298990249634,294
ragtruth_10367,train,0,0.33776500821113586,183
ragtruth_10380,train,0,0.41114094853401184,181
ragtruth_10381,train,0,0.4044463336467743,279
ragtruth_10382,train,1,0.48479804396629333,326
ragtruth_10383,train,1,0.4598636031150818,156
ragtruth_10384,train,1,0.43191441893577576,176
ragtruth_10385,train,1,0.423165887594223,245
ragtruth_10386,train,0,0.4101165235042572,164
ragtruth_10387,train,1,0.44339945912361145,265
ragtruth_10388,train,1,0.42475494742393494,130
ragtruth_10389,train,1,0.4465993344783783,144
ragtruth_10390,train,1,0.4397881329059601,254
ragtruth_10391,train,1,0.4318384826183319,153
ragtruth_10392,train,0,0.4118707478046417,174
ragtruth_10393,train,0,0.45917361974716187,254
ragtruth_10394,train,1,0.4727427363395691,238
ragtruth_10395,train,1,0.4477211534976959,197
ragtruth_10396,train,1,0.42383360862731934,216
ragtruth_10397,train,0,0.4428054988384247,151
ragtruth_104,train,0,0.410807728767395,189
ragtruth_10404,train,1,0.37833863496780396,153
ragtruth_10405,train,1,0.4108503460884094,278
ragtruth_10406,train,1,0.4517400562763214,228
ragtruth_10407,train,1,0.4483437240123749,269
ragtruth_10408,train,1,0.4364486336708069,246
ragtruth_10409,train,0,0.4492102861404419,124
ragtruth_10422,train,0,0.36355918645858765,204
ragtruth_10423,train,1,0.3626244366168976,238
ragtruth_10424,train,1,0.4194769263267517,246
ragtruth_10425,train,1,0.4108226001262665,373
ragtruth_10426,train,1,0.3657158613204956,222
ragtruth_10427,train,1,0.40448784828186035,245
ragtruth_10428,train,0,0.43874168395996094,160
ragtruth_10429,train,0,0.42622044682502747,205
ragtruth_10430,train,1,0.438784658908844,84
ragtruth_10431,train,1,0.45797327160835266,133
ragtruth_10432,train,1,0.4182158410549164,191
ragtruth_10433,train,0,0.466553658246994,142
ragtruth_10434,train,1,0.38045260310173035,180
ragtruth_10435,train,0,0.3977775275707245,298
ragtruth_10436,train,1,0.4093647599220276,126
ragtruth_10437,train,0,0.3969981074333191,142
ragtruth_10438,train,1,0.39562034606933594,172
ragtruth_10439,train,1,0.38334038853645325,238
ragtruth_1044,train,0,0.8035134077072144,108
ragtruth_10440,train,1,0.3952895700931549,198
ragtruth_10441,train,0,0.43208855390548706,248
ragtruth_10442,train,1,0.44954702258110046,150
ragtruth_10443,train,1,0.43340355157852173,156
ragtruth_10444,train,1,0.4468368887901306,254
ragtruth_10445,train,1,0.42787808179855347,201
ragtruth_1045,train,0,0.7218551635742188,109
ragtruth_10452,train,0,0.4140896797180176,167
ragtruth_10453,train,0,0.47454920411109924,301
ragtruth_10454,train,1,0.4547811448574066,215
ragtruth_10455,train,1,0.43694984912872314,165
ragtruth_10456,train,1,0.4071270823478699,225
ragtruth_10457,train,1,0.4121745228767395,158
ragtruth_1046,train,0,0.5384042859077454,133
ragtruth_10464,train,1,0.39075174927711487,163
ragtruth_10465,train,0,0.43051692843437195,281
ragtruth_10466,train,1,0.42903292179107666,161
ragtruth_10467,train,1,0.42560651898384094,142
ragtruth_10468,train,1,0.4399696886539459,234
ragtruth_10469,train,1,0.44017404317855835,169
ragtruth_1047,train,0,0.5505557656288147,99
ragtruth_10470,train,0,0.3862592875957489,161
ragtruth_10471,train,0,0.37509235739707947,248
ragtruth_10472,train,1,0.41313105821609497,176
ragtruth_10473,train,1,0.38082370162010193,146
ragtruth_10474,train,1,0.40990138053894043,163
ragtruth_10475,train,1,0.4360599219799042,231
ragtruth_10476,train,0,0.41867414116859436,156
ragtruth_10477,train,0,0.44651496410369873,323
ragtruth_10478,train,1,0.4529602825641632,132
ragtruth_10479,train,1,0.4376249611377716,179
ragtruth_1048,train,1,0.43229570984840393,89
ragtruth_10480,train,1,0.4136604964733124,257
ragtruth_10481,train,1,0.43068334460258484,163
ragtruth_10482,train,0,0.36183032393455505,158
ragtruth_10483,train,0,0.40414056181907654,234
ragtruth_10484,train,1,0.3593749403953552,162
ragtruth_10485,train,1,0.37249353528022766,154
ragtruth_10486,train,1,0.386872798204422,187
ragtruth_10487,train,1,0.39380690455436707,152
ragtruth_10488,train,0,0.39908459782600403,225
ragtruth_10489,train,0,0.3668980300426483,366
ragtruth_1049,train,0,0.6885422468185425,80
ragtruth_10490,train,1,0.4310946464538574,257
ragtruth_10491,train,1,0.4137401282787323,274
ragtruth_10492,train,1,0.39206814765930176,216
ragtruth_10493,train,1,0.40201133489608765,144
ragtruth_10494,train,0,0.4245378375053406,205
ragtruth_10495,train,1,0.42060476541519165,273
ragtruth_10496,train,1,0.45318344235420227,199
ragtruth_10497,train,1,0.42713427543640137,129
ragtruth_10498,train,1,0.4345354437828064,264
ragtruth_10499,train,1,0.43691372871398926,206
ragtruth_105,train,0,0.38789984583854675,123
ragtruth_1050,train,0,0.534265398979187,119
ragtruth_10506,train,1,0.39207854866981506,159
ragtruth_10507,train,1,0.407553106546402,220
ragtruth_10508,train,1,0.3986450731754303,140
ragtruth_10509,train,1,0.42463967204093933,178
ragtruth_1051,train,0,0.45971810817718506,116
ragtruth_10510,train,1,0.3849866986274719,209
ragtruth_10511,train,0,0.4068461060523987,213
ragtruth_10512,train,1,0.3610472083091736,161
ragtruth_10513,train,1,0.41976839303970337,248
ragtruth_10514,train,1,0.4342682361602783,234
ragtruth_10515,train,1,0.4254027307033539,250
ragtruth_10516,train,1,0.4440215826034546,354
ragtruth_10517,train,1,0.4462740123271942,306
ragtruth_1052,train,0,0.45974329113960266,95
ragtruth_10524,train,0,0.437106728553772,155
ragtruth_10525,train,1,0.4133804738521576,249
ragtruth_10526,train,1,0.40286093950271606,213
ragtruth_10527,train,1,0.3744173049926758,235
ragtruth_10528,train,1,0.4054179787635803,254
ragtruth_10529,train,1,0.4882228672504425,173
ragtruth_1053,train,0,0.41751986742019653,116
ragtruth_10530,train,0,0.381813108921051,158
ragtruth_10531,train,1,0.3876821994781494,271
ragtruth_10532,train,1,0.36561986804008484,133
ragtruth_10533,train,1,0.4277929365634918,155
ragtruth_10534,train,1,0.394607275724411,271
ragtruth_10535,train,1,0.3991021513938904,156
ragtruth_1054,train,0,0.43102502822875977,106
ragtruth_10542,train,0,0.4127855896949768,149
ragtruth_10543,train,0,0.4421308934688568,259
ragtruth_10544,train,1,0.45940104126930237,205
ragtruth_10545,train,1,0.4056377410888672,139
ragtruth_10546,train,1,0.38972702622413635,162
ragtruth_10547,train,0,0.42376038432121277,157
ragtruth_10548,train,1,0.4313659071922302,142
ragtruth_10549,train,1,0.5188663005828857,282
ragtruth_1055,train,0,0.4198266267776489,72
ragtruth_10550,train,1,0.43227407336235046,155
ragtruth_10551,train,1,0.48838064074516296,146
ragtruth_10552,train,1,0.4817368686199188,200
ragtruth_10553,train,1,0.4669698178768158,169
ragtruth_1056,train,0,0.8093336820602417,72
ragtruth_10560,train,0,0.43821457028388977,161
ragtruth_10561,train,0,0.457774817943573,214
ragtruth_10562,train,1,0.448486328125,217
ragtruth_10563,train,1,0.447085976600647,177
ragtruth_10564,train,1,0.4170791208744049,272
ragtruth_10565,train,1,0.43590062856674194,158
ragtruth_10566,train,0,0.4188436269760132,199
ragtruth_10567,train,0,0.45399197936058044,275
ragtruth_10568,train,1,0.4418196380138397,154
ragtruth_10569,train,1,0.4594021439552307,145
ragtruth_1057,train,0,0.5877575278282166,92
ragtruth_10570,train,1,0.4287453591823578,259
ragtruth_10571,train,1,0.48255857825279236,179
ragtruth_10572,train,1,0.38313591480255127,185
ragtruth_10573,train,0,0.4093867242336273,318
ragtruth_10574,train,1,0.423383504152298,201
ragtruth_10575,train,1,0.41157835721969604,145
ragtruth_10576,train,1,0.4108346700668335,142
ragtruth_10577,train,1,0.43818721175193787,149
ragtruth_1058,train,1,0.555484414100647,84
ragtruth_1059,train,0,0.5837419033050537,88
ragtruth_10590,train,0,0.3772223889827728,171
ragtruth_10591,train,1,0.39911746978759766,233
ragtruth_10592,train,1,0.4514773488044739,215
ragtruth_10593,train,1,0.44317466020584106,118
ragtruth_10594,train,1,0.4154898524284363,212
ragtruth_10595,train,1,0.4361686706542969,204
ragtruth_106,train,1,0.39737486839294434,126
ragtruth_1060,train,1,0.4879916310310364,89
ragtruth_10602,train,1,0.41172757744789124,186
ragtruth_10603,train,1,0.4410920739173889,274
ragtruth_10604,train,0,0.39648547768592834,45
ragtruth_10605,train,0,0.4311579763889313,176
ragtruth_10606,train,1,0.43133336305618286,276
ragtruth_10607,train,0,0.49716517329216003,169
ragtruth_1061,train,0,0.4957375228404999,75
ragtruth_10614,train,0,0.3760606348514557,168
ragtruth_10615,train,0,0.40068382024765015,260
ragtruth_10616,train,1,0.405428409576416,257
ragtruth_10617,train,1,0.3973553478717804,149
ragtruth_10618,train,1,0.4123412072658539,275
ragtruth_10619,train,1,0.4181734621524811,250
ragtruth_1062,train,0,0.5496082305908203,134
ragtruth_10620,train,0,0.3824024796485901,156
ragtruth_10621,train,0,0.42250534892082214,315
ragtruth_10622,train,1,0.4178934693336487,205
ragtruth_10623,train,1,0.3905267119407654,160
ragtruth_10624,train,1,0.36155518889427185,217
ragtruth_10625,train,1,0.40345674753189087,171
ragtruth_1063,train,0,0.5667064189910889,159
ragtruth_1064,train,0,0.5656836032867432,145
ragtruth_10644,train,0,0.4035574197769165,140
ragtruth_10645,train,1,0.40950077772140503,237
ragtruth_10646,train,1,0.4028060734272003,142
ragtruth_10647,train,1,0.39862531423568726,116
ragtruth_10648,train,1,0.414483904838562,166
ragtruth_10649,train,1,0.4637988209724426,158
ragtruth_1065,train,0,0.508156955242157,146
ragtruth_10656,train,1,0.3879241347312927,158
ragtruth_10657,train,0,0.4508785605430603,265
ragtruth_10658,train,1,0.45586273074150085,181
ragtruth_10659,train,1,0.46495160460472107,146
ragtruth_1066,train,0,0.5021959543228149,124
ragtruth_10660,train,1,0.388854444026947,180
ragtruth_10661,train,1,0.42587539553642273,135
ragtruth_10668,train,0,0.3640674352645874,151
ragtruth_10669,train,0,0.426516056060791,239
ragtruth_1067,train,1,0.5159870982170105,122
ragtruth_10670,train,0,0.43774938583374023,189
ragtruth_10671,train,1,0.38983309268951416,139
ragtruth_10672,train,1,0.394643634557724,151
ragtruth_10673,train,1,0.4393261671066284,284
ragtruth_10674,train,0,0.3778479993343353,174
ragtruth_10675,train,0,0.485703706741333,258
ragtruth_10676,train,1,0.44878315925598145,181
ragtruth_10677,train,1,0.43582773208618164,167
ragtruth_10678,train,1,0.4267359972000122,183
ragtruth_10679,train,1,0.4363712668418884,142
ragtruth_1068,train,0,0.48745378851890564,164
ragtruth_10686,train,1,0.37436050176620483,146
ragtruth_10687,train,0,0.4284825921058655,404
ragtruth_10688,train,1,0.42931345105171204,236
ragtruth_10689,train,1,0.417488694190979,178
ragtruth_1069,train,0,0.4697919189929962,177
ragtruth_10690,train,1,0.375414103269577,261
ragtruth_10691,train,0,0.4454389214515686,189
ragtruth_10692,train,0,0.4025198519229889,169
ragtruth_10693,train,1,0.45156461000442505,225
ragtruth_10694,train,1,0.49316921830177307,218
ragtruth_10695,train,1,0.4217919111251831,134
ragtruth_10696,train,1,0.3804333209991455,259
ragtruth_10697,train,1,0.4451623558998108,193
ragtruth_10698,train,0,0.34074413776397705,174
ragtruth_10699,train,0,0.42612963914871216,387
ragtruth_107,train,0,0.4156547784805298,230
ragtruth_1070,train,1,0.46005138754844666,153
ragtruth_10700,train,1,0.3388039171695709,116
ragtruth_10701,train,1,0.39237192273139954,187
ragtruth_10702,train,1,0.4085240364074707,325
ragtruth_10703,train,1,0.40445008873939514,272
ragtruth_10704,train,0,0.394852876663208,172
ragtruth_10705,train,0,0.3893550634384155,341
ragtruth_10706,train,1,0.4900010824203491,256
ragtruth_10707,train,0,0.4048561453819275,161
ragtruth_10708,train,1,0.41856488585472107,275
ragtruth_10709,train,1,0.3971589207649231,205
ragtruth_1071,train,0,0.41697773337364197,160
ragtruth_10710,train,0,0.33722710609436035,152
ragtruth_10711,train,0,0.3857193887233734,227
ragtruth_10712,train,1,0.35337257385253906,195
ragtruth_10713,train,0,0.35894668102264404,157
ragtruth_10714,train,1,0.37116992473602295,272
ragtruth_10715,train,1,0.35369324684143066,153
ragtruth_10716,train,0,0.4105517566204071,189
ragtruth_10717,train,0,0.4421720802783966,219
ragtruth_10718,train,1,0.429859459400177,184
ragtruth_10719,train,0,0.4008595943450928,218
ragtruth_1072,train,0,0.40323251485824585,125
ragtruth_10720,train,1,0.38964247703552246,187
ragtruth_10721,train,1,0.4091331660747528,286
ragtruth_10722,train,1,0.4366913139820099,176
ragtruth_10723,train,0,0.444938063621521,249
ragtruth_10724,train,1,0.38411325216293335,127
ragtruth_10725,train,1,0.41781553626060486,137
ragtruth_10726,train,1,0.43170949816703796,191
ragtruth_10727,train,1,0.4149201214313507,166
ragtruth_10728,train,0,0.36667996644973755,158
ragtruth_10729,train,0,0.38895484805107117,273
ragtruth_1073,train,0,0.4854311943054199,197
ragtruth_10730,train,1,0.38845935463905334,129
ragtruth_10731,train,1,0.40628331899642944,158
ragtruth_10732,train,0,0.41110679507255554,183
ragtruth_10733,train,1,0.45201241970062256,265
ragtruth_10734,train,0,0.4141830503940582,172
ragtruth_10735,train,0,0.47744816541671753,319
ragtruth_10736,train,1,0.42166900634765625,120
ragtruth_10737,train,1,0.4241527318954468,147
ragtruth_10738,train,1,0.42539626359939575,280
ragtruth_10739,train,0,0.4157237410545349,168
ragtruth_1074,train,0,0.42527127265930176,242
ragtruth_1075,train,0,0.43340322375297546,255
ragtruth_10752,train,0,0.4053029417991638,173
ragtruth_10753,train,0,0.4323824942111969,284
ragtruth_10754,train,0,0.4679374694824219,122
ragtruth_10755,train,0,0.4638573229312897,167
ragtruth_10756,train,0,0.4646696448326111,206
ragtruth_10757,train,1,0.41016852855682373,180
ragtruth_10758,train,0,0.3764013648033142,160
ragtruth_10759,train,0,0.42161643505096436,293
ragtruth_1076,train,1,0.41633883118629456,170
ragtruth_10760,train,1,0.4144117534160614,188
ragtruth_10761,train,0,0.4253268539905548,150
ragtruth_10762,train,1,0.45679330825805664,206
ragtruth_10763,train,0,0.42798829078674316,159
ragtruth_10764,train,1,0.4332137107849121,167
ragtruth_10765,train,1,0.4285967946052551,344
ragtruth_10766,train,1,0.4224965274333954,190
ragtruth_10767,train,1,0.408780962228775,205
ragtruth_10768,train,1,0.4520474970340729,254
ragtruth_10769,train,1,0.4291437864303589,204
ragtruth_1077,train,0,0.41896650195121765,208
ragtruth_10770,train,0,0.42049095034599304,171
