sample_id,label,pred_label,prob_hallucinated,cosine_drift,mahalanobis_distance,pca_deviation,logit_lens_divergence,cross_layer_disagreement,uncertainty_ensemble,consistency_metric,attention_variance,layer_confidence_degradation,entropy_variance,attention_entropy,margin
ragtruth_10873,0,1,0.8492767992265827,0.29169028997421265,50.38539505004883,1188.3985595703125,0.538611114025116,0.36837226152420044,140.40576171875,0.570300817489624,93.59599304199219,-435.963623046875,0.02372090145945549,2.6240417063236237,0.8492767992265827
ragtruth_5797,0,1,0.8474102439596454,0.2934119403362274,59.693546295166016,1672.297119140625,0.5434640645980835,0.36396968364715576,144.9268341064453,0.5764577388763428,95.93474578857422,-433.67138671875,0.006009228527545929,2.625451385974884,0.8474102439596454
ragtruth_10375,0,1,0.84405947958798,0.2946425676345825,57.22012710571289,1651.7958984375,0.5396226644515991,0.36642205715179443,145.5625762939453,0.5755113959312439,95.40817260742188,-439.53546142578125,0.007688811980187893,2.7885974645614624,0.84405947958798
ragtruth_6199,0,1,0.8426884659028845,0.29447174072265625,55.969749450683594,1541.91259765625,0.5387879014015198,0.3653884828090668,142.8579864501953,0.5792111158370972,92.83000183105469,-430.27166748046875,0.005831342656165361,2.607298821210861,0.8426884659028845
ragtruth_8641,0,1,0.8424236038132269,0.2939154803752899,60.10704803466797,1741.8343505859375,0.5423333048820496,0.368929922580719,148.58120727539062,0.5831928253173828,94.07806396484375,-444.11431884765625,0.004613982513546944,2.6426477432250977,0.8424236038132269
ragtruth_9661,0,1,0.8412534207471866,0.2933443486690521,60.214839935302734,1738.578369140625,0.5421801209449768,0.36836281418800354,144.927490234375,0.5846036672592163,93.69052124023438,-435.9561462402344,0.012337873689830303,2.6879685819149017,0.8412534207471866
ragtruth_5965,0,1,0.8363163724143617,0.2934894859790802,56.56036376953125,1458.279541015625,0.5376946926116943,0.3664408326148987,142.7446746826172,0.5855529308319092,92.15827941894531,-423.7280578613281,0.01927991397678852,2.760210692882538,0.8363163724143617
ragtruth_12310,1,0,0.16371121975429834,0.2554311454296112,171.93862915039062,11065.8681640625,0.4703703820705414,0.34622922539711,244.84130859375,0.853640615940094,183.235595703125,-394.94171142578125,0.0006451265653595328,3.159982442855835,0.8362887802457016
ragtruth_10291,0,1,0.834178495042776,0.29030123353004456,59.60266876220703,1659.7752685546875,0.5425287485122681,0.37243741750717163,149.7978515625,0.5879285335540771,97.4715347290039,-456.980224609375,0.010315828956663609,2.6403461396694183,0.834178495042776
ragtruth_11689,0,1,0.8318446923342524,0.3089265525341034,35.93054962158203,837.749755859375,0.5138004422187805,0.34857356548309326,138.33401489257812,0.531284511089325,110.26995849609375,-416.06829833984375,0.007318070158362389,2.567657947540283,0.8318446923342524
ragtruth_6343,0,1,0.8288401814192068,0.31403908133506775,41.47512435913086,1015.103759765625,0.5104019045829773,0.34267157316207886,139.58274841308594,0.5229336619377136,115.20724487304688,-412.7596435546875,0.007577145472168922,2.440001279115677,0.8288401814192068
ragtruth_8341,0,1,0.8262581684674354,0.29512035846710205,48.49201965332031,1243.7115478515625,0.5268983244895935,0.3662669360637665,144.84356689453125,0.5772479772567749,94.79490661621094,-442.9609375,0.0039054236840456724,2.6864961981773376,0.8262581684674354
ragtruth_6517,0,1,0.8246100997749604,0.2932222783565521,64.8531494140625,1950.018310546875,0.5340659618377686,0.36625367403030396,150.4801025390625,0.5851354598999023,98.00743865966797,-443.53045654296875,0.004928401671350002,2.551865577697754,0.8246100997749604
ragtruth_6349,0,1,0.8243320351401473,0.29232922196388245,62.0531005859375,1805.4183349609375,0.538596510887146,0.36477845907211304,146.55307006835938,0.5933175086975098,96.81092071533203,-423.4619445800781,0.011340802535414696,2.8002087473869324,0.8243320351401473
ragtruth_10597,0,1,0.8234460715388968,0.29171815514564514,63.39847183227539,1848.822265625,0.5383783578872681,0.3631927967071533,146.4822540283203,0.5942064523696899,96.58921813964844,-415.98443603515625,0.007538885343819857,2.3401036858558655,0.8234460715388968
ragtruth_8005,0,1,0.8216143366421808,0.31989404559135437,43.875667572021484,1035.791748046875,0.505317747592926,0.3308601975440979,139.55821228027344,0.5168641209602356,119.77408599853516,-398.8469543457031,0.00531741650775075,2.555126875638962,0.8216143366421808
ragtruth_16100,1,0,0.181366696913929,0.2764442265033722,134.9447784423828,8116.89013671875,0.4424242377281189,0.33670228719711304,208.5550079345703,0.8567320108413696,136.6244659423828,-374.2052307128906,0.0010098324855789542,3.1343449354171753,0.818633303086071
ragtruth_9829,0,1,0.8152675181327593,0.29262182116508484,66.21992492675781,2006.4306640625,0.5314711332321167,0.36199432611465454,147.8873748779297,0.5898092985153198,98.62468719482422,-420.2845458984375,0.0016248452011495829,2.7045207619667053,0.8152675181327593
ragtruth_7759,0,1,0.8149876307926118,0.3112465441226959,48.25825881958008,1099.830078125,0.5097560882568359,0.3375117778778076,140.4505615234375,0.536479115486145,114.90434265136719,-389.3764953613281,0.009682847186923027,2.6382851600646973,0.8149876307926118
ragtruth_6043,0,1,0.812173868324592,0.29167091846466064,66.42487335205078,2055.049072265625,0.5295880436897278,0.363065630197525,150.08714294433594,0.5907385349273682,98.26795959472656,-434.740478515625,0.006231614388525486,2.59061050415039,0.812173868324592
ragtruth_6859,0,1,0.8072459408929725,0.2914701998233795,68.20291137695312,2172.297119140625,0.5305389165878296,0.36519262194633484,152.65284729003906,0.5940383672714233,100.42549133300781,-439.1437072753906,0.005950268357992172,2.838253438472748,0.8072459408929725
ragtruth_9523,0,1,0.8069455509973962,0.32129397988319397,40.895851135253906,987.4646606445312,0.5014285445213318,0.32047542929649353,135.33279418945312,0.524524450302124,120.44075012207031,-368.51605224609375,0.01499748695641756,2.5612064003944397,0.8069455509973962
ragtruth_8803,0,1,0.8054945943069749,0.2919926643371582,66.2296142578125,2091.1259765625,0.5284090638160706,0.3696542978286743,151.12049865722656,0.5979955196380615,96.43222045898438,-437.06793212890625,0.008276795037090778,2.7386574447155,0.8054945943069749
ragtruth_1040,1,0,0.19592723569715687,0.2504020035266876,167.10696411132812,8969.8603515625,0.47387388348579407,0.34414100646972656,228.21780395507812,0.8226848244667053,185.2032012939453,-331.91583251953125,0.0006551555125042796,2.69424819946289,0.8040727643028431
ragtruth_10183,0,1,0.8032226076289021,0.2916070818901062,65.1631851196289,1984.8253173828125,0.5318518280982971,0.3659496009349823,148.81324768066406,0.6052537560462952,96.19713592529297,-417.87530517578125,0.008971231058239937,2.6347583532333374,0.8032226076289021
ragtruth_5969,0,1,0.803030693771107,0.29219353199005127,63.50667953491211,1772.394287109375,0.5275675654411316,0.36824095249176025,148.51907348632812,0.600274384021759,95.47038269042969,-424.9942932128906,0.021894661709666252,2.811526596546173,0.803030693771107
ragtruth_11413,0,1,0.8016255084871358,0.31556248664855957,52.064266204833984,1346.810791015625,0.5004525184631348,0.3342311978340149,143.64569091796875,0.5308493375778198,118.77000427246094,-402.01751708984375,0.004544341471046209,2.4682969450950623,0.8016255084871358
ragtruth_16162,1,0,0.19883331916343475,0.2655133008956909,141.51583862304688,7893.837890625,0.4555555582046509,0.34874194860458374,203.89474487304688,0.856820285320282,137.8408203125,-365.671142578125,0.008627787232398987,3.239470422267914,0.8011666808365653
ragtruth_8507,0,1,0.8000786684802096,0.3192060887813568,43.11976623535156,1277.0797119140625,0.49809885025024414,0.3277911841869354,139.5460968017578,0.5232974886894226,122.74093627929688,-385.475341796875,0.001807143329642713,2.5720294415950775,0.8000786684802096
ragtruth_6691,0,1,0.799170450431302,0.3230648636817932,41.158607482910156,1053.361083984375,0.4984578788280487,0.32707011699676514,137.76303100585938,0.531438410282135,117.67598724365234,-376.57147216796875,0.0023928284645080566,2.5844302773475647,0.799170450431302
ragtruth_7843,0,1,0.7971619243968866,0.3206396698951721,46.934181213378906,1307.9774169921875,0.4923497140407562,0.32852184772491455,142.5289764404297,0.5121170878410339,127.00657653808594,-403.9864501953125,0.009147272445261478,2.7891331911087036,0.7971619243968866
ragtruth_10411,0,1,0.7967493910842506,0.2912611961364746,66.80708312988281,2014.301513671875,0.5272380709648132,0.36578428745269775,149.73875427246094,0.6022422313690186,97.99681091308594,-424.9056091308594,0.004879571497440338,2.6572720110416412,0.7967493910842506
ragtruth_3878,1,0,0.2064524485825457,0.30129578709602356,122.25098419189453,7797.5478515625,0.4326086938381195,0.3078092336654663,174.0222625732422,0.8682718276977539,98.93634796142578,-280.2159423828125,0.0011074274079874158,2.869592249393463,0.7935475514174544
ragtruth_3987,1,0,0.20695383984449356,0.2335183471441269,189.01760864257812,12181.3564453125,0.5,0.3547372817993164,243.05215454101562,0.8188256025314331,208.67323303222656,-342.44256591796875,0.0009685165714472532,2.78616726398468,0.7930461601555064
ragtruth_9799,0,1,0.792948695238718,0.3246079385280609,42.33969497680664,1084.2027587890625,0.49916961789131165,0.3131834864616394,137.75534057617188,0.5273932814598083,125.57354736328125,-360.58978271484375,0.006341005675494671,2.532903403043747,0.792948695238718
ragtruth_8971,0,1,0.7921975289785859,0.3288396894931793,47.402191162109375,1290.885986328125,0.49721115827560425,0.30990704894065857,139.88299560546875,0.5238011479377747,126.7363510131836,-361.0621032714844,0.007961798459291458,2.5772537291049957,0.7921975289785859
ragtruth_3880,1,0,0.20797817712019911,0.30101433396339417,123.15872955322266,7774.23046875,0.4336996376514435,0.3079317808151245,173.96517944335938,0.8675905466079712,99.57270050048828,-279.59759521484375,0.000957686803303659,2.8456236124038696,0.7920218228798008
ragtruth_16450,1,0,0.20832574931682288,0.26801350712776184,153.85118103027344,7970.8818359375,0.4723404347896576,0.3402636647224426,211.6124267578125,0.8530614376068115,152.20907592773438,-351.15625,0.0012050496879965067,3.0874507427215576,0.7916742506831771
ragtruth_14525,1,0,0.20979126918884022,0.2820850908756256,147.19332885742188,7782.4384765625,0.4555555582046509,0.33371126651763916,213.2107391357422,0.8470160365104675,138.083984375,-390.98309326171875,0.0013321292353793979,3.138239204883575,0.7902087308111598
ragtruth_3876,1,0,0.21085512028594913,0.3032294809818268,119.457763671875,7722.46875,0.4333333373069763,0.30534666776657104,172.4089813232422,0.8673504590988159,97.40999603271484,-274.89813232421875,0.0010620749089866877,2.899657428264618,0.7891448797140509
ragtruth_10915,0,1,0.7889263853587215,0.3209328353404999,43.81047821044922,1236.82861328125,0.4945848286151886,0.33101996779441833,138.28627014160156,0.5341240763664246,118.46432495117188,-381.2455139160156,0.007062671706080437,2.5116395354270935,0.7889263853587215
ragtruth_10195,0,1,0.7889117158679926,0.2943325340747833,64.93470764160156,2115.608642578125,0.5286231637001038,0.37250766158103943,152.71853637695312,0.6176303625106812,93.44808197021484,-435.3417053222656,0.00903068482875824,2.6137397587299347,0.7889117158679926
ragtruth_14348,1,0,0.21230677923100666,0.2661936283111572,166.62176513671875,10614.0634765625,0.45079365372657776,0.3373030424118042,229.77371215820312,0.7933104634284973,171.59469604492188,-392.6017150878906,0.0006739229429513216,2.811265707015991,0.7876932207689933
ragtruth_9751,0,1,0.7858794993310972,0.31310078501701355,55.2369499206543,1650.663818359375,0.49601274728775024,0.3405701518058777,147.3397674560547,0.5328109264373779,123.27503204345703,-401.392578125,0.004670153371989727,2.43368348479271,0.7858794993310972
ragtruth_13442,1,0,0.21494324141365073,0.2853509485721588,119.74498748779297,6312.396484375,0.4514285624027252,0.3332233428955078,191.18458557128906,0.8621268272399902,118.39361572265625,-367.796875,0.0010606616269797087,3.212789475917816,0.7850567585863493
ragtruth_5796,0,1,0.7846573764769944,0.290286660194397,72.43870544433594,2377.471435546875,0.5281385183334351,0.36451345682144165,154.93673706054688,0.608853816986084,102.24391174316406,-429.5888671875,0.004643324762582779,2.657477855682373,0.7846573764769944
ragtruth_10093,0,1,0.783895648969416,0.31867438554763794,50.48404312133789,1379.8138427734375,0.49566516280174255,0.3208676874637604,143.7489776611328,0.5263379812240601,128.80776977539062,-376.666748046875,0.005966513883322477,2.587177097797394,0.783895648969416
ragtruth_17309,1,0,0.2174280835502716,0.29439374804496765,112.7504653930664,6650.5390625,0.4412698447704315,0.323478639125824,173.99237060546875,0.8607280850410461,106.44793701171875,-310.26544189453125,0.0003391783975530416,3.09075129032135,0.7825719164497285
ragtruth_6469,0,1,0.7824913797627445,0.30502381920814514,54.20372772216797,1292.8883056640625,0.5069182515144348,0.34856775403022766,145.26075744628906,0.5705245733261108,109.10775756835938,-400.0556640625,0.005548851564526558,2.638536840677262,0.7824913797627445
ragtruth_16822,1,0,0.21934435197258037,0.27899715304374695,129.29409790039062,7645.28076171875,0.45870646834373474,0.35524553060531616,200.5535430908203,0.8717727661132812,116.51286315917969,-377.5533752441406,0.00011127061588922516,3.106545925140381,0.7806556480274196
ragtruth_7909,0,1,0.7795457240439498,0.3265581429004669,47.80276870727539,1321.0611572265625,0.48998627066612244,0.3130813241004944,140.63348388671875,0.521503746509552,129.0372314453125,-365.4517822265625,0.0034989318810403347,2.479554623365402,0.7795457240439498
ragtruth_1976,1,0,0.22166187399382678,0.2659859359264374,144.402587890625,7548.6171875,0.4723404347896576,0.3302901089191437,209.39723205566406,0.8348481059074402,156.91542053222656,-311.4144287109375,6.602179200854152e-05,2.4821434915065765,0.7783381260061732
ragtruth_10231,0,1,0.7774616452824148,0.3049028217792511,52.687015533447266,1373.3155517578125,0.4964669644832611,0.3510313332080841,146.4071044921875,0.5527246594429016,114.43635559082031,-416.3912048339844,0.010200374759733677,2.501146584749222,0.7774616452824148
ragtruth_10877,0,1,0.7771873831073961,0.2889634668827057,67.47081756591797,1951.8739013671875,0.5211045145988464,0.368487149477005,150.96868896484375,0.612500786781311,96.75177764892578,-422.57000732421875,0.018282586708664894,2.568320780992508,0.7771873831073961
ragtruth_11701,0,1,0.7762825290332386,0.29159316420555115,75.05296325683594,2623.7041015625,0.5248321890830994,0.36589574813842773,158.6891326904297,0.6121919751167297,101.77828216552734,-440.96905517578125,0.0072668008506298065,2.6243230402469635,0.7762825290332386
ragtruth_3814,1,0,0.22725037273737314,0.284722238779068,119.00259399414062,5469.673828125,0.43714284896850586,0.3321812152862549,182.00711059570312,0.8296852111816406,119.07395935058594,-327.87744140625,0.00031352046062238514,3.169156789779663,0.7727496272626269
ragtruth_9895,0,1,0.7713965752368148,0.32626602053642273,52.28784942626953,1490.80615234375,0.48859649896621704,0.30718281865119934,142.22662353515625,0.5200773477554321,133.78269958496094,-357.5875244140625,0.0009820818668231368,2.638692319393158,0.7713965752368148
ragtruth_11269,0,1,0.7704156086283755,0.32631734013557434,51.118324279785156,1477.557861328125,0.48643067479133606,0.3108574151992798,141.25831604003906,0.5205568671226501,131.71597290039062,-366.74615478515625,0.00261681922711432,2.4782336056232452,0.7704156086283755
ragtruth_7808,1,0,0.2297982198432632,0.283113569021225,146.7614288330078,8329.7646484375,0.47380951046943665,0.3266792297363281,203.9588623046875,0.8621112704277039,133.11997985839844,-322.91943359375,0.0006571394624188542,2.343830794095993,0.7702017801567368
ragtruth_7987,0,1,0.768733064185397,0.32071802020072937,50.23194122314453,1437.5963134765625,0.4914862811565399,0.3115401566028595,141.44290161132812,0.5280347466468811,132.57745361328125,-357.28314208984375,0.00923567358404398,2.3807209730148315,0.768733064185397
ragtruth_10747,0,1,0.7682229491339183,0.31856682896614075,51.93190383911133,1525.533203125,0.4890855550765991,0.33351796865463257,145.89402770996094,0.5389578342437744,122.50289916992188,-394.99212646484375,0.007890836335718632,2.508883148431778,0.7682229491339183
ragtruth_7201,0,1,0.7664378066947383,0.3163510859012604,48.99077606201172,1327.360107421875,0.4909871220588684,0.32942402362823486,142.34654235839844,0.54248046875,122.86095428466797,-379.2275085449219,0.008816485293209553,2.706844687461853,0.7664378066947383
ragtruth_11143,0,1,0.7658921530202648,0.3138482868671417,49.33550262451172,1433.547119140625,0.49338844418525696,0.3258906900882721,141.58978271484375,0.5443574786186218,124.30970001220703,-364.1772766113281,0.0026089989114552736,2.511487603187561,0.7658921530202648
ragtruth_9001,0,1,0.76558981968179,0.3219483196735382,56.93836975097656,1902.14306640625,0.4881300926208496,0.3149029016494751,146.32159423828125,0.5207623243331909,136.5039520263672,-363.49383544921875,0.0015830184565857053,2.528582602739334,0.76558981968179
ragtruth_2630,1,0,0.23547644318748778,0.26045331358909607,152.6068115234375,8302.69140625,0.48787879943847656,0.3359687924385071,212.6259307861328,0.8412737250328064,160.14352416992188,-313.1063537597656,0.00033576611895114183,3.0350224375724792,0.7645235568125122
ragtruth_10459,0,1,0.7643432073331266,0.3208683431148529,50.8372688293457,1632.1177978515625,0.4909604489803314,0.3107492923736572,141.48873901367188,0.5331310629844666,130.94703674316406,-354.1522521972656,0.002336034784093499,2.738843083381653,0.7643432073331266
ragtruth_4401,1,0,0.23709008469557624,0.29605552554130554,122.18280029296875,6850.7802734375,0.4376068413257599,0.3173767924308777,186.49334716796875,0.8291120529174805,114.15235900878906,-304.5867004394531,0.002063866937533021,2.911362409591675,0.7629099153044238
ragtruth_1042,1,0,0.23754554736016065,0.2662186622619629,145.06509399414062,7129.197265625,0.4763889014720917,0.3379170298576355,205.04917907714844,0.8316011428833008,153.61441040039062,-326.17083740234375,0.00046557493624277413,2.8851940631866455,0.7624544526398394
ragtruth_7147,0,1,0.7613928101016061,0.3311998248100281,56.22908020019531,1833.4251708984375,0.47852563858032227,0.2974182963371277,145.1931610107422,0.5000921487808228,144.0849151611328,-364.23529052734375,0.0013091759756207466,2.510677933692932,0.7613928101016061
ragtruth_10255,0,1,0.7609265546096423,0.32357868552207947,57.45733642578125,1986.0208740234375,0.47647058963775635,0.32449352741241455,145.4225311279297,0.5001711249351501,142.15158081054688,-382.0360107421875,0.00025330859352834523,2.5909667313098907,0.7609265546096423
ragtruth_16448,1,0,0.23931077170494497,0.28930357098579407,134.55023193359375,6517.3037109375,0.4656716287136078,0.324024498462677,185.8272705078125,0.8568012118339539,121.96961212158203,-321.68115234375,0.001699907355941832,2.744171977043152,0.760689228295055
ragtruth_8869,0,1,0.7605208193784919,0.32221314311027527,54.076072692871094,1862.300048828125,0.4777251183986664,0.3247635066509247,144.9907684326172,0.5102646946907043,136.27210998535156,-385.36297607421875,0.0017398905474692583,2.7651233077049255,0.7605208193784919
ragtruth_10519,0,1,0.7597540181212575,0.32701289653778076,54.762325286865234,1779.533203125,0.48237180709838867,0.3084430396556854,145.55323791503906,0.512884259223938,139.71719360351562,-373.96160888671875,0.0010594368213787675,2.25981605052948,0.7597540181212575
ragtruth_9660,0,1,0.7593310919133287,0.2914543151855469,72.73991394042969,2446.695556640625,0.5238709449768066,0.3638114333152771,154.54888916015625,0.6272217631340027,99.89994049072266,-421.59765625,0.013185686431825161,2.7320388555526733,0.7593310919133287
ragtruth_9643,0,1,0.7588001506078811,0.3205154240131378,59.45671463012695,2065.497802734375,0.48239317536354065,0.322786420583725,148.6825408935547,0.5157492160797119,138.324462890625,-378.5987548828125,0.00033843086566776037,2.604142189025879,0.7588001506078811
ragtruth_14293,1,0,0.24128709449282537,0.2829989492893219,130.5673065185547,7629.8818359375,0.44583332538604736,0.3367231488227844,200.61968994140625,0.8195698857307434,127.88361358642578,-390.59429931640625,0.0010046459501609206,2.969553589820862,0.7587129055071746
ragtruth_7411,0,1,0.7586892138051606,0.31907644867897034,56.94077682495117,1765.4569091796875,0.4818652868270874,0.32231664657592773,145.82032775878906,0.5261663794517517,130.05712890625,-375.7661437988281,0.0018932902021333575,2.397458463907242,0.7586892138051606
ragtruth_13946,1,0,0.24218763048999206,0.2915380895137787,112.37019348144531,5819.533203125,0.43470320105552673,0.32916903495788574,181.4595489501953,0.812574565410614,120.01605987548828,-346.26983642578125,0.00044357901788316667,3.138525128364563,0.757812369510008
ragtruth_6840,0,1,0.7569502560239,0.29002296924591064,77.65271759033203,2717.45068359375,0.5230047106742859,0.3649846315383911,158.4383087158203,0.6252936124801636,101.9746322631836,-425.67230224609375,0.0005370189901441336,2.7270442843437195,0.7569502560239
ragtruth_6601,0,1,0.7567566480683747,0.31403806805610657,51.459815979003906,1481.0194091796875,0.4933896064758301,0.33987927436828613,143.14849853515625,0.5662133693695068,113.76766967773438,-379.07257080078125,0.005351488944143057,2.4757690131664276,0.7567566480683747
ragtruth_8503,0,1,0.7550863971325965,0.32121601700782776,51.47654724121094,1689.3310546875,0.4842105209827423,0.3179897367954254,142.382568359375,0.532143235206604,130.12417602539062,-366.439453125,0.001104468246921897,2.5572886765003204,0.7550863971325965
ragtruth_6109,0,1,0.7550471258685152,0.3253850042819977,49.93264389038086,1499.6480712890625,0.48275861144065857,0.3046714663505554,140.2591094970703,0.5252965688705444,133.57139587402344,-345.09283447265625,0.007461288012564182,2.621634215116501,0.7550471258685152
ragtruth_6475,0,1,0.7548635041348014,0.31768569350242615,57.928165435791016,1965.5401611328125,0.48062828183174133,0.32300370931625366,148.32594299316406,0.5199964046478271,135.6564178466797,-379.533447265625,0.0028188726864755154,2.457694888114929,0.7548635041348014
ragtruth_10297,0,1,0.7531210350009462,0.3214817941188812,54.846229553222656,1649.9873046875,0.47538942098617554,0.31910672783851624,142.8267059326172,0.5083789229393005,139.4920654296875,-361.4705810546875,0.0011987652396783233,2.5322521328926086,0.7531210350009462
ragtruth_7597,0,1,0.7528473796095962,0.3157956302165985,60.537841796875,1960.2103271484375,0.48673468828201294,0.33095666766166687,146.22854614257812,0.5503851771354675,120.82805633544922,-361.268798828125,0.005811300594359636,2.547609716653824,0.7528473796095962
ragtruth_14158,1,0,0.24795009336875817,0.2811534106731415,137.34349060058594,7137.4482421875,0.4412698447704315,0.35207268595695496,207.74822998046875,0.8065188527107239,129.03794860839844,-403.7536926269531,0.00017716293223202229,3.1498396396636963,0.7520499066312418
ragtruth_6001,0,1,0.7518412485735491,0.30902740359306335,62.1170539855957,1887.33642578125,0.4923610985279083,0.33400166034698486,148.2605743408203,0.5539540648460388,124.79460144042969,-374.65875244140625,0.0005731306737288833,2.5565247237682343,0.7518412485735491
ragtruth_9367,0,1,0.751819738471514,0.3251056969165802,52.82087707519531,1622.3795166015625,0.4820987582206726,0.30817312002182007,142.2237091064453,0.5300418734550476,131.35508728027344,-352.08148193359375,0.0016006485093384981,2.4566580951213837,0.751819738471514
ragtruth_5857,0,1,0.7511681525860885,0.331422358751297,57.15975570678711,1831.9019775390625,0.48576050996780396,0.2891350984573364,142.38893127441406,0.5262452363967896,138.38978576660156,-333.92669677734375,0.002007404575124383,2.605515241622925,0.7511681525860885
ragtruth_15910,1,0,0.24940799915233433,0.2722173035144806,136.93443298339844,6992.10498046875,0.44276729226112366,0.3487386703491211,208.2097930908203,0.7808200716972351,148.689697265625,-408.13214111328125,0.0009544227505102754,3.0452717542648315,0.7505920008476656
ragtruth_4402,1,0,0.25030156174051277,0.2980334162712097,117.43455505371094,6482.28857421875,0.4365079402923584,0.31618720293045044,181.7407684326172,0.8228139877319336,109.63452911376953,-302.8683776855469,0.0017795655876398087,2.9946646094322205,0.7496984382594872
ragtruth_11725,0,1,0.7487007084298306,0.3132830858230591,58.69936752319336,1695.8555908203125,0.4866666793823242,0.3266969323158264,144.72254943847656,0.5444361567497253,127.48605346679688,-366.11920166015625,0.0029320749454200268,2.3729125559329987,0.7487007084298306
ragtruth_16449,1,0,0.25135495153750725,0.2903420329093933,132.9369354248047,6496.69189453125,0.4714975953102112,0.32261979579925537,184.67079162597656,0.8587587475776672,119.53366088867188,-318.9995422363281,0.0019770171493291855,3.0233179926872253,0.7486450484624927
ragtruth_7999,0,1,0.7472782069563708,0.30459147691726685,60.35282516479492,1648.369384765625,0.4928315281867981,0.3410691022872925,150.0472869873047,0.5641449689865112,120.50994110107422,-395.09307861328125,0.003141016699373722,2.590241551399231,0.7472782069563708
ragtruth_8002,0,1,0.7472782069563708,0.30459147691726685,60.35282516479492,1648.369384765625,0.4928315281867981,0.3410691022872925,150.0472869873047,0.5641449689865112,120.50994110107422,-395.09307861328125,0.003141016699373722,2.8000170588493347,0.7472782069563708
ragtruth_5971,0,1,0.7470901703392714,0.30749210715293884,60.677738189697266,1759.270751953125,0.4974619150161743,0.33826974034309387,147.75540161132812,0.5727726221084595,119.05485534667969,-362.10296630859375,0.000388465792639181,2.5038913786411285,0.7470901703392714
ragtruth_7441,0,1,0.7462102029406076,0.320911705493927,58.47888946533203,1894.280517578125,0.4788830578327179,0.3189370632171631,147.98129272460938,0.5284744501113892,132.60020446777344,-380.15277099609375,0.001202619168907404,2.575826406478882,0.7462102029406076
ragtruth_6499,0,1,0.7457493944770028,0.3209775984287262,60.00520706176758,2023.4989013671875,0.4792703092098236,0.32528379559516907,146.1750946044922,0.5382283329963684,126.02503204345703,-370.38983154296875,0.0006739007076248527,2.502376824617386,0.7457493944770028
ragtruth_10919,0,1,0.7450065360781458,0.3232192099094391,53.49203109741211,1798.95703125,0.4793650805950165,0.3208393156528473,141.757568359375,0.5366408824920654,127.5433120727539,-362.38525390625,0.005336742382496595,2.640644907951355,0.7450065360781458
ragtruth_10129,0,1,0.7447096061981907,0.3222983777523041,57.804603576660156,1993.933837890625,0.4815181493759155,0.32032468914985657,146.95437622070312,0.5318219065666199,133.73193359375,-366.0436706542969,0.0021670996211469173,2.511514514684677,0.7447096061981907
